Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
70-74 ani, Total, Vaslui, 164133 GRIVITA, Anul 2026, Numar persoane, 179
70-74 ani, Total, Vaslui, 164197 HOCENI, Anul 2026, Numar persoane, 129
70-74 ani, Total, Vaslui, 164339 IANA, Anul 2026, Numar persoane, 136
70-74 ani, Total, Vaslui, 167222 IBANESTI, Anul 2026, Numar persoane, 52
70-74 ani, Total, Vaslui, 164393 IVANESTI, Anul 2026, Numar persoane, 172
70-74 ani, Total, Vaslui, 164543 IVESTI, Anul 2026, Numar persoane, 135
70-74 ani, Total, Vaslui, 164598 LAZA, Anul 2026, Numar persoane, 102
70-74 ani, Total, Vaslui, 164687 LIPOVAT, Anul 2026, Numar persoane, 175
70-74 ani, Total, Vaslui, 164749 LUNCA BANULUI, Anul 2026, Numar persoane, 124
70-74 ani, Total, Vaslui, 164829 MALUSTENI, Anul 2026, Numar persoane, 84
70-74 ani, Total, Vaslui, 164892 MICLESTI, Anul 2026, Numar persoane, 107
70-74 ani, Total, Vaslui, 164936 MUNTENII DE JOS, Anul 2026, Numar persoane, 207
70-74 ani, Total, Vaslui, 167302 MUNTENII DE SUS, Anul 2026, Numar persoane, 158
70-74 ani, Total, Vaslui, 165069 OLTENESTI, Anul 2026, Numar persoane, 104
70-74 ani, Total, Vaslui, 165130 OSESTI, Anul 2026, Numar persoane, 77
70-74 ani, Total, Vaslui, 165185 PADURENI, Anul 2026, Numar persoane, 160
70-74 ani, Total, Vaslui, 165274 PERIENI, Anul 2026, Numar persoane, 163
70-74 ani, Total, Vaslui, 167311 POCHIDIA, Anul 2026, Numar persoane, 52
70-74 ani, Total, Vaslui, 165416 POGANA, Anul 2026, Numar persoane, 103
70-74 ani, Total, Vaslui, 167259 POGONESTI, Anul 2026, Numar persoane, 88
70-74 ani, Total, Vaslui, 165336 POIENESTI, Anul 2026, Numar persoane, 103
70-74 ani, Total, Vaslui, 165470 PUIESTI, Anul 2026, Numar persoane, 161
70-74 ani, Total, Vaslui, 165611 PUNGESTI, Anul 2026, Numar persoane, 112
70-74 ani, Total, Vaslui, 167320 PUSCASI, Anul 2026, Numar persoane, 144
70-74 ani, Total, Vaslui, 167240 RAFAILA, Anul 2026, Numar persoane, 57
70-74 ani, Total, Vaslui, 165719 REBRICEA, Anul 2026, Numar persoane, 112
70-74 ani, Total, Vaslui, 165817 ROSIESTI, Anul 2026, Numar persoane, 130
70-74 ani, Total, Vaslui, 165899 SOLESTI, Anul 2026, Numar persoane, 122
70-74 ani, Total, Vaslui, 165979 STANILESTI, Anul 2026, Numar persoane, 209
70-74 ani, Total, Vaslui, 166057 STEFAN CEL MARE, Anul 2026, Numar persoane, 123
70-74 ani, Total, Vaslui, 166137 SULETEA, Anul 2026, Numar persoane, 90
70-74 ani, Total, Vaslui, 166235 TACUTA, Anul 2026, Numar persoane, 99
70-74 ani, Total, Vaslui, 166182 TANACU, Anul 2026, Numar persoane, 69
70-74 ani, Total, Vaslui, 166315 TATARANI, Anul 2026, Numar persoane, 55
70-74 ani, Total, Vaslui, 166413 TODIRESTI, Anul 2026, Numar persoane, 109
70-74 ani, Total, Vaslui, 166529 TUTOVA, Anul 2026, Numar persoane, 149
70-74 ani, Total, Vaslui, 166636 VALENI, Anul 2026, Numar persoane, 178
70-74 ani, Total, Vaslui, 166672 VETRISOAIA, Anul 2026, Numar persoane, 149
70-74 ani, Total, Vaslui, 166707 VIISOARA, Anul 2026, Numar persoane, 73
70-74 ani, Total, Vaslui, 166770 VINDEREI, Anul 2026, Numar persoane, 170
70-74 ani, Total, Vaslui, 166869 VOINESTI, Anul 2026, Numar persoane, 101
70-74 ani, Total, Vaslui, 166985 VULTURESTI, Anul 2026, Numar persoane, 73
70-74 ani, Total, Vaslui, 167035 VUTCANI, Anul 2026, Numar persoane, 89
70-74 ani, Total, Vaslui, 167071 ZAPODENI, Anul 2026, Numar persoane, 142
70-74 ani, Total, Vaslui, 167179 ZORLENI, Anul 2026, Numar persoane, 401
75-79 ani, Total, Vaslui, 161945 MUNICIPIUL VASLUI, Anul 2026, Numar persoane, 2697
75-79 ani, Total, Vaslui, 161794 MUNICIPIUL BARLAD, Anul 2026, Numar persoane, 2498
75-79 ani, Total, Vaslui, 161829 MUNICIPIUL HUSI, Anul 2026, Numar persoane, 901
75-79 ani, Total, Vaslui, 164981 ORAS MURGENI, Anul 2026, Numar persoane, 182
75-79 ani, Total, Vaslui, 161856 ORAS NEGRESTI, Anul 2026, Numar persoane, 252
75-79 ani, Total, Vaslui, 162014 ALBESTI, Anul 2026, Numar persoane, 95
75-79 ani, Total, Vaslui, 162069 ALEXANDRU VLAHUTA, Anul 2026, Numar persoane, 40
75-79 ani, Total, Vaslui, 162149 ARSURA, Anul 2026, Numar persoane, 60
75-79 ani, Total, Vaslui, 162327 BACANI, Anul 2026, Numar persoane, 74
75-79 ani, Total, Vaslui, 162381 BACESTI, Anul 2026, Numar persoane, 112
75-79 ani, Total, Vaslui, 162452 BALTENI, Anul 2026, Numar persoane, 72
75-79 ani, Total, Vaslui, 162194 BANCA, Anul 2026, Numar persoane, 171
75-79 ani, Total, Vaslui, 162498 BEREZENI, Anul 2026, Numar persoane, 218
75-79 ani, Total, Vaslui, 162559 BLAGESTI, Anul 2026, Numar persoane, 57
75-79 ani, Total, Vaslui, 162595 BOGDANA, Anul 2026, Numar persoane, 46
75-79 ani, Total, Vaslui, 162693 BOGDANESTI, Anul 2026, Numar persoane, 89
75-79 ani, Total, Vaslui, 162791 BOGDANITA, Anul 2026, Numar persoane, 43
75-79 ani, Total, Vaslui, 162871 BOTESTI, Anul 2026, Numar persoane, 93
75-79 ani, Total, Vaslui, 162924 BUNESTI-AVERESTI, Anul 2026, Numar persoane, 92
75-79 ani, Total, Vaslui, 167268 CIOCANI, Anul 2026, Numar persoane, 40
75-79 ani, Total, Vaslui, 163002 CODAESTI, Anul 2026, Numar persoane, 145
75-79 ani, Total, Vaslui, 163057 COROIESTI, Anul 2026, Numar persoane, 66
75-79 ani, Total, Vaslui, 163137 COSTESTI, Anul 2026, Numar persoane, 113
75-79 ani, Total, Vaslui, 167277 COZMESTI, Anul 2026, Numar persoane, 77
75-79 ani, Total, Vaslui, 163208 CRETESTI, Anul 2026, Numar persoane, 60
75-79 ani, Total, Vaslui, 163253 DANESTI, Anul 2026, Numar persoane, 74
75-79 ani, Total, Vaslui, 163324 DELENI, Anul 2026, Numar persoane, 75
