Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
80-84 ani, Total, Bistrita-Nasaud, 32394 MUNICIPIUL BISTRITA, Anul 2026, Numar persoane, 1258
80-84 ani, Total, Bistrita-Nasaud, 32483 ORAS BECLEAN, Anul 2026, Numar persoane, 187
80-84 ani, Total, Bistrita-Nasaud, 32544 ORAS NASAUD, Anul 2026, Numar persoane, 172
80-84 ani, Total, Bistrita-Nasaud, 32599 ORAS SANGEORZ-BAI, Anul 2026, Numar persoane, 181
80-84 ani, Total, Bistrita-Nasaud, 32633 BISTRITA BARGAULUI, Anul 2026, Numar persoane, 105
80-84 ani, Total, Bistrita-Nasaud, 32660 BRANISTEA, Anul 2026, Numar persoane, 105
80-84 ani, Total, Bistrita-Nasaud, 32704 BUDACU DE JOS, Anul 2026, Numar persoane, 74
80-84 ani, Total, Bistrita-Nasaud, 32768 BUDESTI, Anul 2026, Numar persoane, 68
80-84 ani, Total, Bistrita-Nasaud, 32811 CAIANU MIC, Anul 2026, Numar persoane, 69
80-84 ani, Total, Bistrita-Nasaud, 32884 CETATE, Anul 2026, Numar persoane, 40
80-84 ani, Total, Bistrita-Nasaud, 33015 CHIOCHIS, Anul 2026, Numar persoane, 104
80-84 ani, Total, Bistrita-Nasaud, 33122 CHIUZA, Anul 2026, Numar persoane, 53
80-84 ani, Total, Bistrita-Nasaud, 32955 CICEU-GIURGESTI, Anul 2026, Numar persoane, 65
80-84 ani, Total, Bistrita-Nasaud, 179953 CICEU-MIHAIESTI, Anul 2026, Numar persoane, 41
80-84 ani, Total, Bistrita-Nasaud, 33177 COSBUC, Anul 2026, Numar persoane, 53
80-84 ani, Total, Bistrita-Nasaud, 33202 DUMITRA, Anul 2026, Numar persoane, 74
80-84 ani, Total, Bistrita-Nasaud, 179686 DUMITRITA, Anul 2026, Numar persoane, 42
80-84 ani, Total, Bistrita-Nasaud, 33248 FELDRU, Anul 2026, Numar persoane, 130
80-84 ani, Total, Bistrita-Nasaud, 33275 GALATII BISTRITEI, Anul 2026, Numar persoane, 60
80-84 ani, Total, Bistrita-Nasaud, 33337 ILVA MARE, Anul 2026, Numar persoane, 49
